incident_id,customer_id,incident_created_by,order_external_id,order_item_id_list,final_issue_type,final_sub_issue_type,final_sub_sub_issue_type,ssi,status_name,incident_creation_time,incident_first_solved_time,incident_last_solved_time,assigned_to_queue_at,ipd_fpd,first_spd,first_status,last_spd,last_status,last_jeeves_bsd_flag,dep_team,incident_channel,current_queue_name,jn_flag,order_journey_node,ocr_classification,analytic_vertical_flag,vip_flag,large_grocery_nl_flag,inc_order_flag,contacts,Contact Flag,Current Date,Final Date,Days Delta,Days Flag,Final Flag,Problem Statement,Problem Group,Owner,Consider,Senti,Current_status,Last_Solved_By,Last_Solved_On,Status_Group,ExactStatus,Ageing_OR_Q2R
IN24050514024429382535,ACC13812170980462875,techmk.2135462,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-05 14:02:44,2024-05-05 14:06:20,2024-05-05 14:06:20,2024-05-08 15:24:20,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-08 15:24:20,17,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.958224,2024-05-28 09:47:23,Open,ReOpenByL2,476.49030622805554
IN24052309081795636713,ACCABBA81418E9E46DBA31EACBF5DC110BCZ,techmk.2303897,OD331328564834337300,3.313285648343373e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-23 09:08:17,2024-05-23 09:08:26,2024-05-23 09:08:26,2024-05-23 09:08:19,,,,,,,cx,Inbound,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-23 09:08:19,3,3,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 19:00:13,Solved,Solved,105.86555555555556
IN24052520240144475055,ACC1E1ED8478EE84591814024D41ABCE4106,ttaskmys.1200218,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Unresolved,2024-05-25 20:24:01,,,2024-05-25 20:24:15,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 20:24:15,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fapl.919134,2024-05-27 12:08:56,Solved,Solved,39.74861111111111
IN24052520380526213660,ACCB32DF047D48C429ABE16AE01962B1A90C,tpm.733528,OD431350134505909300,4.313501345059093e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-25 20:38:05,,,2024-05-25 20:38:06,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 20:38:06,0,0,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 18:00:25,Solved,Solved,45.37222222222222
IN24050810133761655808,ACC54F2CC6D0A27428F8FA304E39BB1EB31K,tp.5101257,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-08 10:13:37,2024-05-08 10:15:17,2024-05-08 11:45:44,2024-05-11 11:06:11,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-11 11:06:11,14,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 20:22:11,Solved,Solved,393.26666666666665
IN24050813501295980811,ACCF83054CACFC14B4588F7B34F55DA70396,tpm.713387,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-08 13:50:12,2024-05-08 13:50:19,2024-05-08 13:50:19,2024-05-08 13:53:52,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-08 13:53:52,17,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918694,2024-05-27 09:38:00,Open,ReOpenByL2,477.99808400583333
IN24052309103590654172,ACCA91A6C04880548C3BB04AFA0A08A56E8Q,techmk.2246473,OD331328027806311300,3.313280278063113e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-23 09:10:35,,,2024-05-23 09:10:37,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 09:10:37,3,3,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 23:30:06,Solved,Solved,110.32527777777777
IN24052319110132281420,ACCDE5AACB81EEE44DE882E01B0B492D277B,starkol.2024150301,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-23 19:11:01,2024-05-24 20:50:20,2024-05-24 20:50:20,2024-05-23 19:11:24,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 19:11:24,2,2,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.942696,2024-05-28 11:16:28,Solved,Solved,112.09083333333334
IN24052420084636673479,ACCA2DF2B3CA1DF4C908601DA1A121912A39,techmk.2300359,OD331228093101083300,3.312280931010833e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 20:08:46,,,2024-05-24 20:08:47,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 20:08:47,1,1,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 19:30:19,Solved,Solved,71.35916666666667
IN24052414182873847563,ACC13841609871285466,starkol.80554835,,,Flipkart Pay Later,Flipkart Pay Later BBPS ,Issues related to Utility Bills,Flipkart Pay Later->Flipkart Pay Later BBPS ->Issues related to Utility Bills,Waiting for Customer Updates,2024-05-24 14:18:28,,,2024-05-25 16:52:57,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 16:52:57,0,0,1X2,Re-Con issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.1031983,2024-05-27 09:35:27,Solved,Solved,67.28305555555555
IN24051713493007830671,ACC14036918375013319,techmk.2301367,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-17 13:49:30,2024-05-18 13:19:29,2024-05-18 13:19:29,2024-05-18 13:11:24,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-18 13:11:24,7,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-28 09:51:00,Open,ReOpen,262.0708617836111
IN24042516055225449266,ACC167FBA6DCB894997878D086380A8F8F27,ieddn.t247275,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Updated,2024-04-25 16:05:52,2024-05-07 21:25:52,2024-05-24 20:58:01,2024-04-25 16:08:18,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,4.0,4,2024-05-26 10:00:00,2024-04-25 16:08:18,30,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-26 10:58:21,Open,ReOpen,787.7980840058334
IN24051213552917235125,ACC70B4092E4A534C9893AE6AF7FE58110CM,ttaskmys.302598,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-12 13:55:29,2024-05-12 13:55:33,2024-05-12 13:55:33,2024-05-12 14:04:53,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,7.0,>5,2024-05-26 10:00:00,2024-05-12 14:04:53,13,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2257129,2024-05-26 09:19:09,Open,ReOpenByL2,381.8144728947222
IN24051311285765741145,ACCDB8CC7C02B534445A2477B91078A39F4,starkol.80539946,OD331241843606952300,3.312418436069523e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-13 11:28:57,2024-05-13 11:29:01,2024-05-22 21:12:13,2024-05-13 11:28:59,,,,,,,cx,Inbound,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,7.0,>5,2024-05-26 10:00:00,2024-05-13 11:28:59,12,>5,5X5,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Unresolved,fapl.858165,2024-05-28 09:12:15,Open,ReOpenByL2,360.4133617836111
IN24052112064787579424,ACC9CFFBC90039640E5B781310B3FF08985H,ieddn.t267157,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Updated,2024-05-21 12:06:47,2024-05-21 12:06:55,2024-05-21 12:06:55,2024-05-21 12:09:15,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-21 12:09:15,4,4,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-27 16:27:17,Open,ReOpen,167.74169511694444
IN24052519015881069947,ACC48E6601744FA4AB09401205428CE7CB2V,starkol.2024151322,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Unresolved,2024-05-25 19:01:58,,,2024-05-25 19:02:16,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 19:02:16,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.878908,2024-05-27 12:08:46,Solved,Solved,41.11333333333334
IN24052315092781209777,ACC3BBB5EAE8E95483AAD35A28497159BF1W,starkluc.80539574,OD331077706880644300,3.310777068806443e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-23 15:09:27,,,2024-05-23 15:09:28,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-23 15:09:28,2,2,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 23:00:04,Solved,Solved,103.84361111111112
IN24052413061693525891,ACC13907047394752884,techmch.2282955,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-24 13:06:16,,,2024-05-24 13:06:23,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 13:06:23,1,1,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.990386,2024-05-27 15:20:38,Open,ReOpenByL2,94.79141733916667
IN24052507201937179471,ACC14F33E410A934F41A13A321E6562F53D7,ieddn.t216883,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Unresolved,2024-05-25 07:20:19,,,2024-05-25 07:20:27,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 07:20:27,1,1,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.942381,2024-05-26 10:17:56,Open,ReOpenByL2,76.5572506725
IN24052214143113764943,ACC656EAC71B016407EBE4EE31098341E4E3,tpm.719247,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Updated,2024-05-22 14:14:31,,,2024-05-22 14:14:36,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-22 14:14:36,3,3,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.960323,2024-05-26 09:36:24,Open,ReOpenByL2,141.65391733916667
IN24051208100412120071,ACCD4EE948E03DD48B586D2C978987A6E905,tph.655685,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-12 08:10:04,,,2024-05-12 08:10:13,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,4.0,4,2024-05-26 10:00:00,2024-05-12 08:10:13,14,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fapl.918696,2024-05-28 10:33:11,Solved,Solved,386.3852777777778
IN24051715443688962168,ACC79980372B6F14267849D40A5F94D7FEEV,ieddn.t251729,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-17 15:44:36,,,2024-05-17 15:44:49,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-17 15:44:49,8,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2165705,2024-05-25 16:15:30,Open,ReOpenByL2,260.15252845027777
IN24052320102914032928,ACC14151770132091668,starkol.80541230,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-23 20:10:29,,,2024-05-23 20:10:49,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-23 20:10:49,2,2,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1031983,2024-05-27 10:57:55,Open,ReOpenByL2,111.7211395613889
IN24052515494489604252,ACCCD20B989C8CC4D959F83F9A87852A6EF1,techmch.1784360,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Customer Updates,2024-05-25 15:49:44,,,2024-05-25 15:50:15,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 15:50:15,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fapl.990403,2024-05-26 15:18:41,Solved,Solved,23.4825
IN24051007202308950142,ACC4F5AD5548C6A4731B0793E3F099CE581S,techmch.2288947,,,Flipkart Pay Later Billing Related,Bill Generated issue,Flipkart Pay Later - Dispute with the bill generated,Flipkart Pay Later Billing Related->Bill Generated issue->Flipkart Pay Later - Dispute with the bill generated,Waiting for Internal Updates,2024-05-10 07:20:23,2024-05-10 07:20:25,2024-05-10 07:20:25,2024-05-24 18:59:00,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-24 18:59:00,1,1,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.864895,2024-05-28 09:41:42,Open,ReOpenByL2,88.91252845027778
IN24052509383559359048,ACC60AB61513B134C7EB212A0BDFD968C423,techmch.2301044,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Customer Updates,2024-05-25 09:38:35,2024-05-25 09:40:13,2024-05-25 09:40:13,2024-05-25 10:32:25,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-25 10:32:25,0,0,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.984545,2024-05-26 10:03:02,Open,ReOpenByL2,73.35558400583334
IN24052522205335940009,ACC088477BCCB5442629C4653061A71B7D7,ttaskmys.303608,OD431351028332662300,4.313510283326623e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-25 22:20:53,,,2024-05-25 22:20:56,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 22:20:56,0,0,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 19:31:32,Solved,Solved,45.1775
IN24052513204244759713,ACC231D03C794D641FFAC7AB782FE157A78H,tpm.739531,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-25 13:20:42,2024-05-25 13:20:44,2024-05-25 13:20:44,2024-05-25 13:22:31,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 13:22:31,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-25 17:22:41,Open,ReOpen,70.52058400583333
IN24051720134875120479,ACC4F28C79D491F4CA293D378314B57D811I,techmchflex23.2243238,,,Flipkart Pay Later Billing Related,Bill Generated issue,Flipkart Pay Later - Dispute with the bill generated,Flipkart Pay Later Billing Related->Bill Generated issue->Flipkart Pay Later - Dispute with the bill generated,Waiting for Internal Updates,2024-05-17 20:13:48,,,2024-05-17 20:13:55,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-17 20:13:55,8,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.942380,2024-05-28 09:57:36,Open,ReOpenByL2,255.66586178361112
IN24052411171319308110,ACC14164204355516722,tpm.715306,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-24 11:17:13,,,2024-05-24 11:19:04,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 11:19:04,1,1,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2257652,2024-05-27 13:07:23,Solved,Solved,73.83611111111111
IN24042618192148087235,ACC1A997F045A284E21B5D02DFD6A2D39AF8,starkluc.80554964,,,Flipkart Pay Later,Billing Related,Flipkart Pay Later - Unable to pay the bill,Flipkart Pay Later->Billing Related->Flipkart Pay Later - Unable to pay the bill,Waiting for Internal Updates,2024-04-26 18:19:21,2024-04-26 18:21:52,2024-04-26 18:21:52,2024-05-01 17:32:19,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-01 17:32:19,24,>5,5X5,Payback_Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.960326,2024-05-27 12:27:47,Open,ReOpenByL2,642.3572506725001
IN24050608500957249990,ACC934AF5A519F64539B2976A87F8957C926,starkluc.80516402,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-06 08:50:09,,,2024-05-06 08:50:16,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-06 08:50:16,20,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.984548,2024-05-27 12:50:37,Open,ReOpenByL2,531.0600284502777
IN24052013295325263085,ACC13946403330893223,techmc.2201961,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-20 13:29:53,,,2024-05-20 13:30:01,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-20 13:30:01,5,5,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.929876,2024-05-27 09:26:16,Open,ReOpenByL2,190.39780622805557
IN24052410053550476182,ACCF8131841FC8549679D7921250FC6C1DAQ,starkol.2024142704,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-24 10:05:35,,,2024-05-24 10:06:27,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-24 10:06:27,1,1,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.878908,2024-05-27 13:05:28,Open,ReOpenByL2,97.80280622805556
IN24052318015268180197,ACC658767AF795044E39D40A138C58BF805,ieddn.t257763,OD431324129513445300,4.313241295134453e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-23 18:01:52,2024-05-23 18:02:08,2024-05-23 18:02:08,2024-05-23 18:01:54,,,,,,,cx,Inbound,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-23 18:01:54,2,2,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 23:30:05,Solved,Solved,101.47027777777778
IN24051119421039762733,ACC1E901FB889624901837455941D101D8FM,ieddn.t251807,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-11 19:42:10,2024-05-11 19:42:13,2024-05-13 09:24:40,2024-05-22 16:57:24,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-22 16:57:24,3,3,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.984547,2024-05-26 13:22:33,Solved,Solved,92.41916666666667
